date	temp
2016-04-06 14:58:02	72.275
2016-04-06 15:05:02	72.05
2016-04-06 15:17:02	71.825
2016-04-06 15:22:01	72.05
2016-04-06 15:23:02	71.825
2016-04-06 15:59:01	71.6
2016-04-06 16:41:02	71.375
2016-04-06 17:27:02	71.6
2016-04-06 17:28:01	71.825
2016-04-06 17:30:02	72.05
2016-04-06 17:33:02	72.275
2016-04-06 17:35:01	72.05
2016-04-06 17:36:02	72.275
2016-04-06 17:37:01	72.05
2016-04-06 17:45:02	71.825
2016-04-06 18:02:01	71.6
2016-04-06 18:25:01	71.375
2016-04-06 19:04:01	71.15
2016-04-06 19:23:02	71.375
2016-04-06 19:24:01	71.6
2016-04-06 19:26:02	71.825
2016-04-06 19:27:01	72.05
2016-04-06 19:40:01	71.825
2016-04-06 19:50:01	71.6
2016-04-06 20:07:01	71.375
2016-04-06 20:44:01	71.15
2016-04-06 21:12:01	70.925
2016-04-06 21:13:01	71.15
2016-04-06 21:15:01	71.375
2016-04-06 21:16:01	71.6
2016-04-06 21:17:02	71.825
2016-04-06 21:18:01	72.05
